Level,Answers,Longest
4977,"EAST, ERAS, GATE, GAVE, GEAR, RAGE, RATE, RAVE, REST, SAGE, SAVE, SEAR, SEAT, STAG, STAR, TEAR, VASE, VAST, VEST, AVERT, GRATE, GRAVE, GREAT, SAVER, STAGE, STARE, STAVE, GRAVES, STAGER, STARVE, GRAVEST",GRAVEST
4978,"DARE, DART, DATE, DEAR, PARE, PART, PEAR, PERT, RAPT, RATE, READ, REAP, TAPE, TEAR, TRAP, ADEPT, DRAPE, PAPER, PARED, PEART, RATED, TAPER, TRADE, TREAD, DAPPER, DEPART, PARTED, RAPPED, TAPPED, TAPPER, TRAPPED",TRAPPED
4979,"DASH, DEAF, DEAL, FADE, FLEA, FLED, HALE, HALF, HEAD, HEAL, HELD, LADE, LASH, LEAD, LEAF, SAFE, SALE, SEAL, SELF, SHED, SLED, FALSE, FLASH, FLESH, LEASH, SHADE, SHALE, SHEAF, SHELF, LASHED, FLASHED",FLASHED
4980,"ACRE, CAGE, CARE, CRAG, EARL, GALE, GEAR, GIRL, LACE, LAIR, LIAR, LICE, RACE, RAGE, RAIL, REAL, RICE, RILE, AGILE, ARIEL, CIGAR, CLEAR, GLARE, GRACE, GRAIL, LAGER, LARGE, REGAL, RELIC, GARLIC, GLACIER",GLACIER
4981,"ATOP, EAST, GAPE, GASP, GATE, GOAT, GOES, OAST, OATS, PAGE, PAST, PEAS, PEST, POET, POSE, POST, SAGE, SEAT, SEPT, SOAP, SPAT, SPOT, STAG, STEP, STOP, TAPE, TOGA, PASTE, SPATE, STAGE, POSTAGE",POSTAGE
4982,"AGED, DARE, DARN, DEAN, DEAR, DRAG, EARN, GEAR, NEAR, RAGE, RAND, RANG, RARE, READ, REAR, REND, ANGER, DREAR, GRADE, GRAND, RAGED, RANGE, DANGER, ERRAND, GANDER, GARDEN, GARNER, RANGED, RANGER, REGARD, GARDNER",GARDNER
4983,"ANTE, EARN, NAPE, NEAR, NEAT, PANE, PANT, PARE, PART, PEAR, PENT, PERT, RANT, RAPT, RARE, RATE, REAP, REAR, RENT, TAPE, TARN, TEAR, TERN, TRAP, PEART, TAPER, TERRA, ENTRAP, ERRANT, PARENT, PARTNER",PARTNER
4984,"AWED, DARE, DEAL, DEAR, DRAW, DREW, EARL, LADE, LARD, LEAD, LEWD, READ, REAL, WADE, WALD, WALE, WARD, WARE, WEAL, WEAR, WELD, ALDER, DARED, DRAWL, DREAD, WADED, WADER, DAWDLE, LADDER, WADDLE, DRAWLED",DRAWLED
4985,"ABLE, BAIL, BALE, BANE, BEAN, BILE, ELAN, LAIN, LANE, LEAN, LEAP, LIEN, LINE, NAIL, NAPE, PAIL, PAIN, PALE, PANE, PEAL, PILE, PINE, PLAN, PLEA, ALIEN, PANEL, PENAL, PLAIN, PLANE, ALPINE, BIPLANE",BIPLANE
4986,"CLOT, CLUE, COLT, CORE, COTE, CULT, CURE, CURL, CURT, CUTE, LORE, LOUT, LURE, LUTE, ROLE, ROTE, ROUT, RULE, TORE, TOUR, TRUE, CLOUT, COURT, CRUEL, OUTER, ROUTE, TRUCE, ULCER, COLTER, CUTLER, COULTER",COULTER
4987,"GAIN, GAIT, GIST, GNAT, GNAW, SANG, SIGN, SING, SNAG, STAG, SWAG, SWAN, SWAT, SWIG, TANG, TWIG, TWIN, WAIN, WAIT, WANT, WING, GIANT, SAINT, SATIN, STAIN, STING, SWING, TWANG, WAIST, SAWING, WASTING",WASTING
4988,"BELT, BEST, BILE, BITE, ISLE, LEST, LIST, LITE, REST, RILE, RISE, RITE, SILT, SIRE, SITE, SLIT, STIR, TIER, TIES, TILE, TIRE, BITER, BREST, ISLET, STILE, TILER, TRIBE, TRIES, LISTER, BLISTER, BRISTLE",BLISTER
4989,"ARID, DARE, DARN, DEAN, DEAR, DINE, DIRE, EARN, IDEA, NEAR, RAID, RAIN, RAND, READ, REIN, REND, RIDE, RIND, AIDED, AIRED, DARED, DINED, DINER, DRAIN, DREAD, DRIED, NADIR, RAIDED, RAINED, RIDDEN, DRAINED",DRAINED
4990,"EARL, EASE, ELSE, ERAS, ISLE, LAIR, LEER, LIAR, RAIL, REAL, REEL, RILE, RISE, SAIL, SALE, SARI, SEAL, SEAR, SEER, SIRE, AISLE, ARIEL, ARISE, EASEL, ERASE, LEASE, RAISE, RESALE, SEALER, SERIAL, REALISE",REALISE
4991,"EARL, EARN, ELAN, FAKE, FARE, FEAR, FERN, FLEA, KALE, KERN, LAKE, LANE, LANK, LARK, LEAF, LEAK, LEAN, NEAR, RAKE, RANK, REAL, ANKLE, FERAL, FLAKE, FLANK, FLARE, FRANK, FREAK, LEARN, RENAL, FLANKER",FLANKER
4992,"ACNE, AEON, ANTE, CAGE, CANE, CANT, CENT, COAT, CONE, COTE, GATE, GNAT, GOAT, GONE, NEAT, NOTE, ONCE, TANG, TOGA, TONE, TONG, AGENT, ATONE, CANOE, CENTO, ENACT, OCEAN, TONGA, COGENT, OCTANE, COGNATE",COGNATE
4993,"ELAN, ENVY, EVIL, LAIN, LANE, LEAN, LEVY, LIEN, LINE, LIVE, NAIL, NAVE, NAVY, VAIN, VALE, VANE, VEAL, VEIL, VEIN, VIAL, VILE, VINE, ALIEN, ALIVE, ANVIL, INLAY, NAIVE, NAVEL, VINYL, VAINLY, NAIVELY",NAIVELY
4994,"DENT, DIET, DINE, DINT, DIRE, DIRT, EDIT, REIN, REND, RENT, RIDE, RIND, RITE, TEND, TENT, TERN, TIDE, TIED, TIER, TINT, TIRE, DINER, INERT, INTER, TIRED, TREND, TRIED, TRITE, TINDER, TINTED, TRIDENT",TRIDENT
4995,"BEND, BILE, BIND, BIRD, BLED, BRED, DINE, DIRE, IDLE, LEND, LIED, LIEN, LINE, REIN, REND, RIDE, RILE, RIND, BLEND, BLIND, BRIDE, BRINE, DINER, LINED, LINER, RILED, BINDER, BRIDLE, INBRED, BLINDER, BRINDLE",BLINDER
4996,"ANT, APT, GAP, GIN, NAG, NAP, NIP, NIT, PAN, PAT, PIG, PIN, PIT, TAG, TAN, TAP, TIN, TIP, GAIN, GAIT, GNAT, PAIN, PANG, PANT, PING, PINT, TANG, APING, GIANT, PAINT, TAPING",TAPING
4997,"ARE, ASH, EAR, ERA, HAD, HAS, HER, RED, SAD, SEA, SHE, DARE, DASH, DEAR, ERAS, HARD, HARE, HEAD, HEAR, HERD, RASH, READ, SEAR, SHED, HEARD, SHADE, SHARD, SHARE, SHEAR, SHERD, SHRED, SHARED",SHARED
4998,"FARE, FATE, FEAR, FEAT, FEET, FETE, FREE, FRET, HARE, HATE, HEAR, HEAT, HEFT, HERE, RAFT, RATE, REEF, TEAR, THEE, TREE, AFTER, EARTH, EATER, ETHER, HATER, HEART, THERE, THREE, FATHER, HEATER, REHEAT, FEATHER",FEATHER
4999,"EON, NEW, NOR, NOW, ONE, ORE, OWE, OWN, ROW, SEW, SON, SOW, WOE, WON, NEWS, NOSE, ONES, ROSE, SEWN, SNOW, SORE, SOWN, WORE, WORN, WREN, OWNER, SNORE, SOWER, SWORE, SWORN, WORSE, WORSEN",WORSEN
5000,"ACHE, ACME, CAME, CHAT, DAME, DATE, EACH, ETCH, HATE, HEAD, HEAT, MACE, MADE, MATE, MATH, MEAD, MEAT, META, TAME, TEAM, THEM, ACTED, CADET, CHEAT, DEATH, HATED, MATCH, MATED, TAMED, TEACH, DETACH, MATCHED",MATCHED
5001,"HERO, HOLE, HOLT, HOSE, HOST, LEST, LORE, LOSE, LOST, REST, ROLE, ROSE, ROTE, SHOE, SHOT, SLOT, SOLE, SORE, SORT, TORE, HORSE, HOTEL, LOSER, OTHER, SHORE, SHORT, SLOTH, STOLE, STORE, THOSE, HOSTEL, HOLSTER",HOLSTER
5002,"EARL, GALE, GAVE, GEAR, GRAY, GREY, LEVY, LYRE, RAGE, RAVE, REAL, RELY, VALE, VARY, VEAL, VERY, YEAR, EARLY, GAVEL, GLARE, GRAVE, GRAVY, LAGER, LARGE, LAVER, LAYER, RAVEL, REGAL, RELAY, VELAR, GRAVEL, GRAVELY",GRAVELY
5003,"EARL, FARE, FATE, FEAR, FEAT, FELT, FLAT, FLEA, FRET, LATE, LEAF, LEFT, RAFT, RATE, REAL, TALE, TART, TEAL, TEAR, AFTER, ALERT, ALTER, FERAL, FETAL, FLARE, LATER, TETRA, TREAT, FALTER, LATTER, RATTLE, FLATTER",FLATTER
5004,"ORE, OWE, ROT, ROW, SET, SEW, SOW, TOE, TOW, TWO, WET, WOE, REST, ROSE, ROTE, SORE, SORT, STEW, STOW, TORE, WEST, WORE, SOWER, STORE, STREW, SWORE, TOWER, WORSE, WORST, WREST, WROTE, TOWERS",TOWERS
5005,"DEN, DEW, DIN, END, NET, NEW, NIT, TEN, TIE, TIN, WED, WET, WIN, WIT, DENT, DIET, DINE, DINT, EDIT, NEWT, TEND, TIDE, TIED, TWIN, WEND, WENT, WIDE, WIND, WINE, TWINE, WIDEN, TWINED",TWINED
5006,"DARE, DART, DATE, DEAR, EAST, ERAS, RATE, READ, REST, SEAR, SEAT, STAR, TART, TEAR, TEST, RATED, SATED, STARE, START, STATE, STEAD, TASTE, TESTA, TETRA, TRADE, TREAD, TREAT, STARED, STATED, TASTED, TASTER, STARTED",STARTED
5007,"AGED, DARE, DART, DATE, DEAR, DRAG, DYER, EDGY, GATE, GEAR, GRAY, GREY, RAGE, RATE, READ, TEAR, TRAY, YARD, YEAR, DEARY, GATED, GRADE, GRATE, GREAT, RAGED, RATED, READY, TARDY, TRADE, TREAD, GRATED, TRAGEDY",TRAGEDY
5008,"CODE, CONE, CORD, CORE, CORN, DOER, DOES, DONE, DOSE, NODE, NOSE, ONCE, ONES, REND, RODE, ROSE, SEND, SORE, CREDO, CRONE, DRONE, NOSED, SCONE, SCORE, SCORN, SNORE, CENSOR, CORNED, SCORED, SECOND, SNORED, SCORNED",SCORNED
5009,"DOES, DOLE, DOSE, DOTE, DUEL, DUET, DUST, LEST, LODE, LOSE, LOST, LOUD, LOUT, LUTE, OUST, SLED, SLOT, SOLD, SOLE, SOUL, STUD, SUED, TOED, TOLD, USED, DOUSE, LOTUS, LOUSE, STOLE, OUSTED, SOLUTE, LOUDEST",LOUDEST
5010,"DEFT, DENT, DOLE, DONE, DOTE, FELT, FEND, FLED, FOLD, FOND, FONT, LEFT, LEND, LENT, LODE, LOFT, LONE, NODE, NOTE, TEND, TOED, TOLD, TONE, DELFT, FELON, NOTED, OFTEN, OLDEN, TONED, ENFOLD, FONDLE, TENFOLD",TENFOLD
5011,"AMEN, EARN, FAIR, FAME, FARE, FARM, FEAR, FERN, FINE, FIRE, FIRM, MAIN, MANE, MARE, MEAN, MINE, MIRE, NAME, NEAR, RAIN, REIN, RIFE, RIME, AFIRE, FINER, FRAME, INFER, MINER, FAMINE, MARINE, REMAIN, FIREMAN",FIREMAN
5012,"ABED, ABET, BADE, BASE, BATE, BEAD, BEAT, BEST, BOAT, BODE, DATE, DEBT, DOES, DOSE, DOTE, EAST, OAST, OATS, SEAT, SODA, STAB, TOAD, TOED, ABODE, ADOBE, BASED, BATED, BEAST, BOAST, SATED, STEAD, BOASTED",BOASTED
5013,"DOER, DONE, DOUR, DRUG, DUNE, ERGO, GOER, GONE, GORE, NODE, NUDE, OGRE, REND, RODE, RUDE, RUNE, RUNG, UNDO, URGE, DRONE, GORED, GOURD, NUDGE, ROGUE, ROUGE, ROUND, UNDER, URGED, DROGUE, GROUND, ROUGED, UNDERGO",UNDERGO
5014,"ACES, CAPE, CASE, CLAP, CLUE, CUSP, LACE, LEAP, PACE, PALE, PEAL, PEAS, PLEA, PLUS, PUCE, SALE, SEAL, SLAP, CAUSE, CLAPS, CLASP, LAPSE, PAUSE, PLACE, PULSE, SAUCE, SCALE, SCALP, SCAPE, SPACE, CLAUSE, CAPSULE",CAPSULE
5015,"EARL, LAIR, LATE, LIAR, LITE, RAIL, RARE, RATE, REAL, REAR, RILE, RITE, TAIL, TALE, TEAL, TEAR, TIER, TILE, TIRE, ALERT, ALTER, ARIEL, IRATE, LATER, TERRA, TILER, TRAIL, TRIAL, TRIER, RETAIL, RETRIAL, TRAILER",RETRIAL
5016,"DATE, DEAL, DIAL, DIET, EDIT, IDEA, IDLE, LADE, LAID, LATE, LEAD, LIED, LITE, TAIL, TALE, TEAL, TIDE, TIED, TILE, AIDED, DATED, DEALT, DELTA, IDEAL, IDLED, TIDAL, TILED, DETAIL, DIALED, DILATE, TAILED, DILATED",DILATED
5017,"DICE, DINE, DIRE, DISC, ICED, NICE, REIN, REND, RICE, RIDE, RIND, RISE, SEND, SIDE, SINE, SIRE, CIDER, CRIED, CRIES, DINER, REINS, RESIN, RINSE, RISEN, SINCE, SIRED, SIREN, SNIDE, CINDER, RINSED, DISCERN, RESCIND",DISCERN
5018,"EARN, FAIR, FANG, FARE, FEAR, FERN, FINE, FIRE, GAIN, GEAR, GRIN, NEAR, RAGE, RAIN, RANG, REIN, RIFE, RING, AFIRE, ANGER, FEIGN, FINER, GRAIN, GRIEF, INFER, RANGE, REIGN, FARING, FINGER, FRINGE, REGAIN, FEARING",FEARING
5019,"DENT, DESK, DIET, DINE, DINK, DINT, DISK, EDIT, KIND, KITE, KNIT, NEST, SEND, SENT, SIDE, SINE, SINK, SITE, SKID, SKIN, TEND, TIDE, TIED, TIES, INKED, INSET, KNITS, SITED, SKIED, SNIDE, STINK, KINDEST",KINDEST
5020,"DARE, DART, DATE, DEAR, DOER, DOTE, RATE, READ, ROAD, RODE, ROTE, TARO, TART, TEAR, TOAD, TOED, TORE, TORT, TOTE, TROD, TROT, ADORE, OTTER, RATED, TAROT, TETRA, TRADE, TREAD, TREAT, ROTATE, ROTTED, ROTATED",ROTATED
5021,"ANTE, DAFT, DATE, DEAF, DEAN, DEFT, DENT, DIET, DINE, DINT, EDIT, FADE, FATE, FEAT, FEND, FIAT, FIND, FINE, IDEA, NEAT, TEND, TIDE, TIED, FAINT, FATED, FEINT, FETID, FIEND, FINED, DETAIN, DEFIANT, FAINTED",DEFIANT
5022,"ABED, ABLE, BADE, BAIL, BALD, BALE, BEAD, BEAU, BILE, BLED, BLUE, DAUB, DEAL, DIAL, DUAL, DUEL, IDEA, IDLE, LADE, LAID, LAUD, LEAD, LIED, LIEU, ABIDE, ADIEU, BALED, BLADE, BUILD, IDEAL, BAILED, AUDIBLE",AUDIBLE
5023,"DEAL, EASY, LADE, LADY, LEAD, LEAP, PALE, PEAL, PEAS, PLAY, PLEA, PLED, SALE, SEAL, SLAP, SLAY, SLED, SPED, YELP, DELAY, LAPSE, PALED, PEDAL, PLEAD, SADLY, SPADE, SPLAY, DELAYS, LAPSED, PLAYED, SPAYED, SPLAYED",SPLAYED
5024,"DATE, DEAL, DEEP, LADE, LATE, LEAD, LEAP, PALE, PEAL, PEEL, PELT, PLAT, PLEA, PLED, TALE, TAPE, TEAL, ADEPT, DEALT, DELTA, LEAPT, PALED, PEDAL, PETAL, PLATE, PLEAD, PLEAT, ELATED, LEAPED, PELTED, PLATED, PLEATED",PLEATED
5025,"ANTE, DATE, DEAN, DENT, DIET, DINE, DINT, EDIT, IDEA, NAPE, NEAT, PAID, PAIN, PANE, PANT, PENT, PINE, PINT, TAPE, TEND, TIDE, TIED, ADEPT, INEPT, PAINT, PINED, TEPID, DETAIN, PAINED, PANTED, PEDANT, PAINTED",PAINTED
5026,"AMID, DAME, DATE, DIET, DIME, EDIT, EMIT, IDEA, ITEM, MADE, MAID, MATE, MEAD, MEAT, META, MITE, TAME, TEAM, TIDE, TIDY, TIED, TIME, ADMIT, AIMED, AMITY, DEITY, MATED, MEATY, MEDIA, TAMED, TIMED, DAYTIME",DAYTIME
5027,"ABED, BADE, BAND, BANE, BARD, BARE, BARN, BEAD, BEAN, BEAR, BEND, BRAN, BRED, DARE, DARN, DEAN, DEAR, DRAB, EARN, NEAR, RAND, READ, REND, BARED, BEARD, BRAND, BREAD, DARED, DEBAR, DREAD, BANDED, BRANDED",BRANDED
5028,"ANTE, EARN, NEAR, NEAT, RAIN, RANT, RATE, REIN, RENT, RITE, TARN, TART, TEAR, TENT, TERN, TIER, TINT, TIRE, INERT, INTER, IRATE, TAINT, TETRA, TITAN, TRAIN, TRAIT, TREAT, TRITE, ATTIRE, RETAIN, RETINA, NITRATE",NITRATE
5029,"ACNE, CAGE, CANE, CLAN, ELAN, GAIN, GALE, GLEN, LACE, LAIN, LANE, LEAN, LICE, LIEN, LINE, NAIL, NICE, AGILE, ALIEN, ALIGN, ANGEL, ANGLE, CLANG, CLEAN, CLING, GLEAN, INGLE, LANCE, GENIAL, GLANCE, LACING, ANGELIC",ANGELIC
5030,"CITE, DECK, DICE, DIET, DIRE, DIRK, DIRT, EDIT, ICED, KITE, RICE, RIDE, RITE, TICK, TIDE, TIED, TIER, TIRE, CIDER, CITED, CRIED, EDICT, TIRED, TRICE, TRICK, TRIED, CREDIT, DICKER, DIRECT, TICKED, TICKER, TRICKED",TRICKED
5031,"ABED, AGED, BABE, BADE, BARB, BARD, BARE, BEAD, BEAR, BRAG, BRED, DARE, DEAR, DRAB, DRAG, GARB, GEAR, GRAB, RAGE, READ, BADGE, BARED, BARGE, BEARD, BREAD, DEBAR, GRADE, RAGED, BADGER, BARBED, GARBED, GRABBED",GRABBED
5032,"ISLE, LIME, LIMP, LISP, MILE, MIRE, PIER, PILE, PRIM, RILE, RIME, RIPE, RISE, SIRE, SLIM, SLIP, IMPEL, MISER, PERIL, PILES, PRIME, PRISE, PRISM, SLIME, SMILE, SPILE, SPIRE, PLIERS, SIMPER, SIMPLE, SMILER, SIMPLER",SIMPLER
5033,"ASH, ATE, AWE, EAT, HAS, HAT, HEW, SAT, SAW, SEA, SET, SEW, SHE, TAW, TEA, WAS, WET, EAST, HATE, HEAT, SEAT, STEW, SWAT, THAW, WASH, WEST, WHAT, WHET, HASTE, SWEAT, WASTE, WHEAT, SWATHE",SWATHE
5034,"ACE, ARC, ASH, CAR, EAR, ERA, HAS, HER, SAC, SEA, SHE, ACHE, ACRE, ARCH, CARE, CASE, CASH, CHAR, EACH, HARE, HEAR, RACE, RASH, SCAR, SEAR, CHASE, CRASH, REACH, SCARE, SHARE, SHEAR, CHASER, SEARCH",CHASER
5035,"HERO, HOME, HOSE, HOST, MESH, MORE, MOST, MOTE, MOTH, REST, ROSE, ROTE, SHOE, SHOT, SOME, SORE, SORT, STEM, TERM, THEM, TOME, TORE, HORSE, MOTHS, OTHER, SHORE, SHORT, SMOTE, STORE, STORM, THOSE, MOTHER, SMOTHER",SMOTHER
5036,"EON, NET, NOR, NOT, ONE, ORE, ROT, SET, SON, TEN, TON, NEST, NOSE, NOTE, RENT, REST, ROSE, ROTE, SENT, SORE, SORT, TERN, TONE, TORE, TORN, ONSET, SNORE, SNORT, STERN, STONE, STORE, TENOR, TENSOR",TENSOR
5037,"ACE, ACT, ASH, ATE, CAT, EAT, HAS, HAT, SAC, SAT, SEA, SET, SHE, TEA, ACHE, CASE, CASH, CAST, CHAT, EACH, EAST, ETCH, HATE, HEAT, SEAT, SECT, CASTE, CHASE, CHEAT, CHEST, HASTE, TEACH, SACHET",SACHET
5038,"ARE, ART, ATE, AWE, AYE, EAR, EAT, ERA, RAT, RAW, RAY, RYE, TAR, TAW, TEA, TRY, WAR, WAY, WET, WRY, WYE, YET, AWRY, RATE, TEAR, TRAY, WARE, WARY, WEAR, YEAR, WATER, WEARY, WATERY",WATERY
5039,"AGE, ARE, ATE, EAR, EAT, ERA, GAS, GET, RAG, RAT, SAT, SEA, SET, TAG, TAR, TEA, EAST, GATE, GEAR, RAGE, RATE, REST, SAGE, SEAR, SEAT, STAG, STAR, TEAR, GRATE, GREAT, STAGE, STARE, STAGER",STAGER
5040,"ALE, ARE, ART, ATE, EAR, EAT, ERA, LAY, LET, RAT, RAY, RYE, TAR, TEA, TRY, YET, EARL, LATE, RATE, REAL, RELY, TALE, TEAL, TEAR, TRAY, YEAR, ALERT, ALTER, EARLY, LATER, LAYER, RELAY, REALTY",REALTY
5041,"ARE, ART, ATE, EAR, EAT, FAR, FAT, RAT, SAT, SEA, SET, TAR, TEA, EAST, FARE, FAST, FATE, FEAR, FEAT, FEST, FRET, RAFT, RATE, REST, SAFE, SEAR, SEAT, STAR, TEAR, AFTER, FEAST, STARE, FASTER",FASTER
5042,"HEIR, HILT, HIRE, ISLE, LEST, LIST, LITE, REST, RILE, RISE, RITE, SILT, SIRE, SITE, SLIT, STIR, THIS, TIER, TIES, TILE, TIRE, HIRES, ISLET, LITHE, SHIRE, SHIRT, STILE, THEIR, TILER, TRIES, LISTER, RELISH, SLITHER",SLITHER
5043,"ARE, ART, ATE, EAR, EAT, ERA, RAT, SAT, SEA, SEE, SET, TAR, TEA, TEE, EASE, EAST, RATE, REST, SEAR, SEAT, SEER, STAR, TEAR, TREE, EATER, ERASE, RESET, STARE, STEER, TEASE, TERSE, EASTER, TEASER",EASTER
5044,"ARE, ART, ATE, EAR, EAT, ERA, RAT, RED, SAD, SAT, SEA, SET, TAR, TEA, DARE, DART, DATE, DEAR, EAST, RATE, READ, REST, SEAR, SEAT, STAR, TEAR, RATED, SATED, STARE, STEAD, TRADE, TREAD, STARED",STARED
5045,"ALE, ARE, ARK, ART, ATE, EAR, EAT, ELK, ERA, LET, RAT, TAR, TEA, EARL, KALE, LAKE, LARK, LATE, LEAK, RAKE, RATE, REAL, TAKE, TALE, TALK, TEAK, TEAL, TEAR, ALERT, ALTER, LATER, TAKER, TALKER",TALKER
5046,"ANT, ARE, ARK, ART, ATE, EAR, EAT, ERA, NET, RAN, RAT, TAN, TAR, TEA, TEN, ANTE, EARN, KERN, NEAR, NEAT, RAKE, RANK, RANT, RATE, RENT, TAKE, TANK, TEAK, TEAR, TERN, TAKEN, TAKER, TANKER",TANKER
5047,"ARE, ARM, AWE, DAM, DEW, EAR, ERA, MAD, MAR, MEW, RAM, RAW, RED, WAD, WAR, WED, DAME, DARE, DEAR, DRAW, DREW, MADE, MARE, MEAD, READ, WADE, WARD, WARE, WARM, WEAR, ARMED, DREAM, WARMED",WARMED
5048,"HILT, HOLE, HOLT, HOSE, HOST, ISLE, LEST, LIST, LITE, LOSE, LOST, SHOE, SHOT, SILO, SILT, SITE, SLIT, SLOT, SOIL, SOLE, THIS, TIES, TILE, TOIL, HOIST, HOTEL, ISLET, LITHE, SLOTH, STOLE, THOSE, HOSTEL, HOSTILE",HOSTILE
5049,"APE, APT, ARE, ART, ATE, EAR, EAT, ERA, PAT, PEA, PET, RAP, RAT, TAP, TAR, TEA, TEE, PARE, PART, PEAR, PEER, RAPT, RATE, REAP, TAPE, TEAR, TRAP, TREE, EATER, PEART, PETER, TAPER, REPEAT",REPEAT
5050,"ANT, ART, BAN, BAR, BAT, BUN, BUT, NAB, NUB, NUT, RAN, RAT, RUB, RUN, RUT, TAB, TAN, TAR, TUB, TUN, AUNT, BARN, BRAN, BURN, RANT, RUNT, TUBA, TUNA, TURN, BRUNT, BURNT, URBAN, TURBAN",TURBAN
5051,"ANTE, DASH, DATE, DEAN, DENT, EAST, HAND, HATE, HEAD, HEAT, NEAT, NEST, SAND, SANE, SEAT, SEND, SENT, SHED, TEND, THAN, THEN, ASHEN, DEATH, HASTE, HATED, SATED, SEDAN, SHADE, STAND, STEAD, HASTED, HASTEN, HANDSET",HANDSET
5052,"ANT, ATE, AWE, DEN, DEW, EAT, END, NET, NEW, TAN, TAW, TEA, TEN, WAD, WED, WET, ANEW, ANTE, DATE, DAWN, DEAN, DENT, NEAT, NEWT, TEND, WADE, WAND, WANE, WANT, WEAN, WENT, WANED, WANTED",WANTED
5053,"AID, AIL, ALE, LAD, LED, LID, LIE, SAD, SEA, DAIS, DEAL, DIAL, IDEA, IDLE, ISLE, LADE, LAID, LEAD, LIED, SAID, SAIL, SALE, SEAL, SIDE, SLED, SLID, AISLE, ASIDE, IDEAL, SIDLE, SLIDE, LADIES, SAILED",LADIES
5054,"ACNE, ACRE, CANE, CARE, CLAN, CLAY, EARL, EARN, ELAN, LACE, LANE, LEAN, LYRE, NEAR, RACE, RACY, REAL, RELY, YARN, YEAR, CLEAN, CLEAR, CRANE, EARLY, LANCE, LAYER, LEARN, RELAY, RENAL, YEARN, LANCER, NEARLY, LARCENY",LARCENY
5055,"AKIN, ELAN, GAIN, GALE, GLEN, KALE, KILN, KING, LAIN, LAKE, LANE, LANK, LEAK, LEAN, LIEN, LIKE, LINE, LINK, NAIL, AGILE, ALIEN, ALIGN, ALIKE, ANGEL, ANGLE, ANKLE, EKING, GLEAN, INGLE, LIKEN, GENIAL, LEAKING, LINKAGE",LEAKING
5056,"ACES, ACRE, CARE, CASE, CLUE, CURE, CURL, EARL, ERAS, LACE, LURE, RACE, REAL, RULE, RUSE, SALE, SCAR, SEAL, SEAR, SLUR, SURE, USER, CAUSE, CLEAR, CRUEL, CURSE, SAUCE, SCALE, SCARE, ULCER, CLAUSE, SAUCER, SECULAR",SECULAR
5057,"ACHE, ACRE, ARCH, CAPE, CARE, CARP, CHAP, CHAR, EACH, HARE, HARP, HEAP, HEAR, HERE, PACE, PARE, PEAR, PEER, RACE, REAP, CAPER, CHEAP, CHEEP, CHEER, CREEP, CREPE, PACER, PEACE, PEACH, PERCH, REACH, PREACH, CHEAPER",CHEAPER
5058,"AID, AIL, ALE, AWE, DEW, LAD, LAW, LED, LID, LIE, WAD, WED, AWED, DEAL, DIAL, IDEA, IDLE, LADE, LAID, LEAD, LEWD, LIED, WADE, WAIL, WALD, WALE, WEAL, WELD, WIDE, WILD, IDEAL, WIELD, WAILED",WAILED
5059,"AMID, ARID, DAME, DARE, DEAR, DIME, DIRE, IDEA, MADE, MAID, MARE, MEAD, MIRE, RAID, RARE, READ, REAR, RIDE, RIME, AIMED, AIRED, ARMED, DREAM, DREAR, DRIER, MEDIA, MIRED, RIDER, ADMIRE, MARRED, RAIDER, ADMIRER, MARRIED",ADMIRER
5060,"AREA, ARID, DARE, DART, DATA, DATE, DEAR, DIET, DIRE, DIRT, EDIT, IDEA, RAID, RATE, READ, RIDE, RITE, TEAR, TIDE, TIER, TIRE, AIRED, ATRIA, IRATE, RATED, TIARA, TIRED, TRADE, TREAD, TRIAD, TRIED, TIRADE, RADIATE",RADIATE
5061,"CLUE, CORE, CURE, CURL, LORE, LOSE, LURE, OURS, ROLE, ROSE, RULE, RUSE, SLUR, SOLE, SORE, SOUL, SOUR, SURE, USER, CLOSE, CRUEL, CURSE, LOCUS, LOSER, LOUSE, ROUSE, SCORE, SCOUR, ULCER, CLOSER, COURSE, SOURCE, CLOSURE",CLOSURE
5062,"DEN, END, NET, NIT, RED, RID, TEN, TIE, TIN, DENT, DIET, DINE, DIRE, DIRT, EDIT, REIN, REND, RENT, RIDE, RIND, RITE, TEND, TERN, TIDE, TIER, TIRE, DINER, INERT, INTER, TIRED, TREND, TRIED, TINDER",TINDER
5063,"ITS, LED, LET, LID, LIE, LIT, SET, SIT, TIE, IDLE, LEST, LIED, LIST, LITE, SITE, SILTED",SILTED
5064,"ACME, ACRE, CAGE, CAME, CARE, CRAG, CRAM, GAME, GEAR, GERM, GRAM, GRIM, MACE, MAGE, MAGI, MARE, MICA, MICE, MIRE, RACE, RAGE, RICE, RIME, CIGAR, CREAM, CRIME, GRACE, GRIME, IMAGE, MAGIC, IMAGER, MIRAGE, GRIMACE",GRIMACE
5065,"DARE, DEAL, DEAR, DEER, DYER, EARL, EYED, LADE, LADY, LARD, LEAD, LEER, LYRE, READ, REAL, REED, REEL, RELY, YARD, YEAR, ALDER, DEARY, DELAY, EARLY, ELDER, LAYER, READY, REEDY, RELAY, DEALER, DEARLY, LEADER, LAYERED",LAYERED
