Country,Level,Answer,Longest
Botswana,3844,"ANT, NUT, SAT, SUN, TAN, TUN, AUNT, LAST, SALT, SLAT, STUN, TUNA, SLANT, SULTAN",SULTAN
Botswana,3845,"ORE, ROT, SET, TOE, REST, ROSE, ROTE, SORE, SORT, TORE, TOSS, STORE, TRESS, TOSSER",TOSSER
Botswana,3846,"EAST, SEAT, SITE, SUIT, TAUT, TEST, TIES, STATE, SUITE, TASTE, TESTA, ASTUTE, STATUE, SITUATE",SITUATE
Botswana,3847,"DONE, DUDE, DUNE, DUPE, NODE, NOPE, NUDE, OPEN, POND, UNDO, UPON, DUPED, POUND, POUNDED",POUNDED
Botswana,3848,"CUE, CUR, RUE, SUE, USE, CURE, RUCK, RUSE, RUSK, SUCK, SURE, USER, CURSE, SUCKER",SUCKER
Botswana,3849,"EAST, FAST, FATE, FEAT, FEST, SAFE, SEAT, TEST, FEAST, STATE, TASTE, TESTA, ATTEST, FATTEST",FATTEST
Botswana,3850,"ICE, INK, KEN, KIN, SIC, SIN, NECK, NICE, SICK, SINE, SINK, SKIN, SINCE, SICKEN",SICKEN
Botswana,3851,"POT, PRO, ROT, SOP, TOP, PORT, POST, SORT, SPOT, STOP, TOSS, SPORT, STROP, SPORTS",SPORTS
Botswana,3852,"ADD, ALE, DAD, LAD, LED, SAD, SEA, DEAL, LADE, LEAD, SALE, SEAL, SLED, SADDLE",SADDLE
Botswana,3853,"GAIN, GAIT, GNAT, GNAW, TANG, TWIG, TWIN, WAIN, WAIT, WANT, WING, GIANT, TWANG, WAITING",WAITING
Botswana,3854,"GONG, GRIN, GRIP, GROG, IRON, PING, PRIG, RING, GOING, PRONG, GORING, PORING, ROPING, GROPING",GROPING
Botswana,3855,"ADO, DAM, DON, FAD, FAN, MAD, MAN, NOD, OAF, FOAM, FOND, MOAN, NOMAD, FANDOM",FANDOM
Botswana,3856,"AREA, DARE, DEAR, PARE, PEAR, READ, REAP, DARED, DRAPE, DREAD, PARED, DRAPED, PARADE, PARADED",PARADED
Botswana,3857,"LOPE, LORE, POLE, PORE, PROW, ROLE, ROPE, WORE, LOWER, POWER, PROWL, ROPER, ROWER, PROWLER",PROWLER
Botswana,3858,"FEEL, FLEE, FLUE, FREE, FUEL, LEER, LURE, REEF, REEL, RULE, FREER, REFER, RULER, FERRULE",FERRULE
Botswana,3859,"FISH, FLOW, FOIL, FOWL, HOWL, SHOW, SILO, SLOW, SOIL, WISH, WOLF, FOWLS, OWLISH, WOLFISH",WOLFISH
Botswana,3860,"AIL, AIR, NIL, RAN, RUN, LAIN, LAIR, LIAR, NAIL, RAIL, RAIN, RUIN, LUNAR, URINAL",URINAL
Botswana,3861,"DODO, DOER, DOLE, DOOR, LODE, LORD, LORE, RODE, ROLE, DOLED, DROOL, RODEO, DOODLE, DROOLED",DROOLED
Botswana,3862,"ATE, AXE, EAT, FAT, FIT, FIX, TAX, TEA, TIE, EXIT, FATE, FEAT, FIAT, FIXATE",FIXATE
Botswana,3863,"AKIN, GAIN, KING, SANG, SANK, SIGN, SING, SINK, SKIN, SNAG, SOAK, SONG, ASKING, SOAKING",SOAKING
Botswana,3864,"ARC, BAR, BOA, BOX, CAB, CAR, COB, ROB, BOAR, COAX, CRAB, BORAX, COBRA, BOXCAR",BOXCAR
Botswana,3865,"FEW, FOE, LOW, OWE, OWL, WOE, FLEW, FLOW, FLUE, FOUL, FOWL, FUEL, WOLF, WOEFUL",WOEFUL
Botswana,3866,"ACT, BAT, BOA, BOB, BOT, CAB, CAT, COB, COT, OAT, TAB, BOAT, COAT, BOBCAT",BOBCAT
Botswana,3867,"GIRL, GRIN, KILN, KING, LINK, LUNG, LURK, RING, RINK, RUIN, RUNG, LURING, RULING, LURKING",LURKING
Botswana,3868,"COIN, COIR, CORN, ICON, IRON, MOON, MOOR, NORM, ROOM, CROON, MICRO, MINOR, MICRON, MORONIC",MORONIC
Botswana,3869,"APE, APT, ATE, EAT, PAD, PAT, PEA, PET, TAP, TEA, DATE, TAPE, ADEPT, TAPPED",TAPPED
Botswana,3870,"GRIN, RING, RUIN, RUNG, SIGN, SING, SNUG, SUNG, SURF, FUNGI, SUING, USING, FUSING, SURFING",SURFING
Cape Verde,3871,"ICE, LIE, SIC, SIR, ISLE, LICE, RICE, RILE, RISE, SIRE, CRIES, RELIC, SLICE, SLICER",SLICER
Cape Verde,3872,"COIN, COIR, CORK, CORN, GRIN, ICON, IRON, KING, NOCK, RING, RINK, ROCK, CORKING, ROCKING",CORKING
Cape Verde,3873,"BUS, BUY, HUB, RUB, SHY, BURY, BUSH, BUSY, RUBY, RUSH, BRUSH, BUSHY, SHRUB, BRUSHY",BRUSHY
Cape Verde,3874,"IMP, PER, PIE, RIM, RIP, MERE, MIRE, PEER, PIER, PRIM, RIME, RIPE, PRIME, EMPIRE",EMPIRE
Cape Verde,3875,"NET, NIT, TEN, TIE, TIN, REIN, RENT, RITE, TERN, TIER, TIRE, INERT, INTER, TINIER",TINIER
Cape Verde,3876,"DIN, ILK, INK, KID, KIN, LID, NIL, DINK, IDLY, INKY, KILN, KIND, LINK, KINDLY",KINDLY
Cape Verde,3877,"BED, BID, BUD, DIB, DIM, DUB, DUE, EMU, MID, MUD, DIME, DUMB, IMBUE, IMBUED",IMBUED
Cape Verde,3878,"ANEW, GAIN, GNAW, NINE, WAGE, WAIN, WANE, WEAN, WINE, WING, INANE, AWNING, WANING, WEANING",WEANING
Cape Verde,3879,"FIN, FRY, RYE, YEN, FERN, FINE, FIRE, REIN, RIFE, FERNY, FIERY, FINER, INFER, FINERY",FINERY
Cape Verde,3880,"LAMP, LOAM, LOAN, LOOM, LOON, LOOP, MOAN, MOON, OPAL, PALM, PLAN, POLO, POOL, LAMPOON",LAMPOON
Cape Verde,3881,"BARE, BEAR, BOAR, BORE, FARE, FEAR, FORE, RARE, REAR, ROAR, ROBE, AFORE, ARBOR, FORBEAR",FORBEAR
Cape Verde,3882,"DIG, EGG, GIG, RED, RID, RIG, DIRE, GIRD, GRID, RIDE, DIRGE, RIDGE, DIGGER, RIGGED",DIGGER
Cape Verde,3883,"CLOG, COIL, COIN, ICON, LING, LION, LOCI, LONG, CLING, ICING, IONIC, LOGIC, OILING, COILING",COILING
Cape Verde,3884,"GREW, GRIN, REIN, RING, WINE, WING, WIRE, WREN, REIGN, WRING, ERRING, RINGER, WINGER, WRINGER",WRINGER
Cape Verde,3885,"GILT, GIST, LINT, LIST, SIGN, SILT, SING, SLIT, GLINT, SLING, STING, TILING, LISTING, SILTING",LISTING
Cape Verde,3886,"FUN, GNU, GUN, LEG, LUG, FLUE, FUEL, GLEN, GLUE, GULF, LUNG, FLUNG, LUNGE, ENGULF",ENGULF
Cape Verde,3887,"GOWN, SIGN, SING, SNOW, SONG, SOWN, SWIG, WING, OWING, SWING, NOSING, OWNING, SOWING, SNOWING",SNOWING
Cape Verde,3888,"ELM, EMU, RUB, RUE, RUM, BLUE, BLUR, LURE, MULE, RULE, LEMUR, UMBER, LUMBER, RUMBLE",LUMBER
Cape Verde,3889,"GAG, GIG, GIN, NAG, WAG, WIG, WIN, GAIN, GANG, GNAW, WAIN, WING, AGING, WAGING",WAGING
Cape Verde,3890,"BAN, BIN, BOA, ION, NAB, NIB, SIN, SOB, SON, BIAS, SNOB, BASIN, BISON, BONSAI",BONSAI
Cape Verde,3891,"DEED, DEEM, DOLE, DOME, LODE, MODE, MOLD, MOLE, DOLED, DOMED, MODEL, MEDDLE, MOLDED, MODELED",MODELED
Cape Verde,3892,"BABE, BARB, BARE, BEAR, BRAG, GARB, GEAR, GRAB, RAGE, RARE, REAR, BARGE, BARBER, GRABBER",GRABBER
Cape Verde,3893,"GIN, NIP, NIT, PIG, PIN, PIT, TIN, TIP, PING, PINT, PITY, TINY, TYING, TYPING",TYPING
Cape Verde,3894,"COP, DIP, ICE, ODE, PIE, POD, POI, CODE, COPE, DICE, EPIC, ICED, COPED, COPIED",COPIED
Cape Verde,3895,"DEED, DUDE, DUEL, EDGE, GLEE, GLUE, EDGED, ELUDE, GLUED, LEDGE, DELUDE, DELUGE, ELUDED, DELUGED",DELUGED
Cape Verde,3896,"BAIL, BANG, CLAN, GAIN, GLIB, LAIN, NAIL, ALIGN, CABIN, CLANG, CLING, BALING, LACING, CABLING",CABLING
Cape Verde,3897,"CLUE, DUEL, DUMP, DUPE, LUMP, MULE, PLED, PLUM, PUCE, CLUMP, PLUME, LUMPED, PLUMED, CLUMPED",CLUMPED
Cape Verde,3898,"DIP, ICE, PIE, SIC, SIP, DICE, DISC, EPIC, ICED, SIDE, SPED, SPICE, SPIED, SPICED",SPICED
Cape Verde,3899,"HEN, HER, HEW, NEW, WIN, HEIR, HEWN, HIRE, REIN, WHEN, WINE, WIRE, WREN, WHINE, WHINER",WHINER
Cape Verde,3900,"GIN, GOT, ION, NIT, NOT, TIN, TON, TOY, INTO, TINY, TONG, YOGI, INGOT, TYING, TOYING",TOYING
Cape Verde,3901,"KILL, KILN, KNEW, LIEN, LIKE, LINE, LINK, WELL, WILL, WINE, WINK, KNELL, LIKEN, WINKLE, INKWELL",INKWELL
Cape Verde,3902,"ACE, FAD, FED, HAD, ACHE, CAFE, CHEF, DEAF, EACH, FACE, FADE, HEAD, CHAFE, FACED, CHAFED",CHAFED
Cape Verde,3903,"ATE, EAT, HAD, HAT, TEA, TEE, DATE, HATE, HEAD, HEAT, HEED, THEE, DEATH, HATED, HEATED",HEATED
Cape Verde,3904,"ADO, AID, AIR, HAD, HID, RID, ROD, ARID, HAIR, HARD, RAID, ROAD, HOARD, RADIO, HAIRDO",HAIRDO
Cape Verde,3905,"BED, BUD, BUS, DUB, DUE, HUB, HUE, SHE, SUE, USE, BUSH, SHED, SUED, USED, BUSHED",BUSHED
Cape Verde,3906,"AGE, ARE, EAR, ERA, ERR, GAR, RAG, GAVE, GEAR, RAGE, RARE, RAVE, REAR, GRAVE, GRAVER",GRAVER
Cape Verde,3907,"EVE, EWE, SEE, SEW, WEE, EVER, EWER, SEER, VEER, WERE, SERVE, SEVER, SEWER, VERSE, SWERVE",SWERVE
Cape Verde,3908,"HOE, ODE, SHE, SOD, DOES, DOSE, DOVE, HOED, HOSE, HOVE, SHED, SHOD, SHOE, SHOVE, SHOVED",SHOVED
Cape Verde,3909,"AWRY, EWER, FARE, FEAR, FRAY, FREE, REEF, WARE, WARY, WEAR, WERE, YEAR, WAFER, WEARY, FREEWAY",FREEWAY
Cape Verde,3910,"ASH, FLY, HAS, HAY, LAY, SAY, SHY, SLY, ASHY, FLAY, HALF, LASH, SLAY, FLASH, FLASHY",FLASHY
Djibouti,3911,"DEW, EWE, RED, WED, WEE, CEDE, CREW, DEER, DREW, EWER, REED, WEED, WERE, CREED, CREWED",CREWED
Djibouti,3912,"ABLE, BALE, BANE, BEAN, BEAU, BEEN, BLUE, ELAN, LANE, LEAN, BALEEN, ENABLE, NEBULA, UNABLE, NEBULAE",NEBULAE
Djibouti,3913,"LAIN, LION, LOAM, LOAN, MAIL, MAIN, MANY, MOAN, NAIL, OILY, ONLY, INLAY, MANLY, MAINLY, ALIMONY",ALIMONY
Djibouti,3914,"CUE, CUR, RUE, SEE, SUE, USE, CURE, RUSE, SEER, SURE, USER, CURSE, SCREE, RESCUE, SECURE",RESCUE
Djibouti,3915,"DID, LED, LID, LIE, IDLE, ISLE, LIED, SIDE, SLED, SLID, IDLED, SIDED, SIDLE, SLIDE, SIDLED",SIDLED
Djibouti,3916,"LOW, OLD, OWL, ROD, ROW, SOD, SOW, LORD, SLOW, SOLD, WOLD, WORD, SWORD, WORLD, WORLDS",WORLDS
Djibouti,3917,"GIRT, GRIN, GRIT, INTO, IRON, RING, RIOT, TONG, TORN, TRIO, INGOT, NITRO, ORIGIN, TIRING, RIOTING",RIOTING
Djibouti,3918,"GIRT, GRIN, GRIT, INTO, IRON, RING, RIOT, ROOT, TONG, TOON, TORN, TRIO, INGOT, NITRO, ROOTING",ROOTING
Djibouti,3919,"DIM, HEM, HID, HIM, ICE, MID, DICE, DIME, HIDE, ICED, MICE, CHIDE, CHIME, MEDIC, CHIMED",CHIMED
Djibouti,3920,"DARN, DART, HAND, HARD, RAND, RANT, TARN, THAN, TRAY, YARD, YARN, HANDY, HARDY, TARDY, HYDRANT",HYDRANT
Djibouti,3921,"BIKE, BILE, BOIL, BOLE, ISLE, KILO, LIKE, LOBE, LOSE, SILK, SILO, SOIL, SOLE, KILOS, OBELISK",OBELISK
Djibouti,3922,"DEW, EKE, EWE, SEE, SEW, WED, WEE, DESK, SEED, SEEK, SKEW, WEED, WEEK, SEWED, SKEWED",SKEWED
Djibouti,3923,"DUE, LED, SUE, USE, DUEL, DUPE, PLED, PLUS, SLED, SPED, SPUD, SUED, USED, PULSE, PULSED",PULSED
Djibouti,3924,"ADO, ASK, OAK, ODE, SAD, SEA, SOD, DESK, DOES, DOSE, SAKE, SOAK, SODA, ASKED, SOAKED",SOAKED
Djibouti,3925,"FUR, RUE, SIR, SUE, USE, FIRE, FUSE, RIFE, RISE, RUSE, SIRE, SURE, SURF, USER, FURIES",FURIES
Djibouti,3926,"DARE, DEAR, ERAS, READ, RUDE, RUSE, SEAR, SUED, SURE, USED, USER, DRESS, ASSURE, DURESS, ASSURED",ASSURED
Djibouti,3927,"ACE, ALE, SAC, SEA, ACES, CASE, CESS, LACE, LESS, SACS, SALE, SEAL, CLASS, SCALE, SCALES",SCALES
Djibouti,3928,"DEW, DIG, GET, TIE, WED, WET, WIG, WIT, DIET, EDIT, TIDE, TIED, TWIG, WIDE, WIDGET",WIDGET
Djibouti,3929,"ALE, SEA, SUE, USE, SALE, SAVE, SEAL, VALE, VASE, VEAL, SALVE, SLAVE, SUAVE, VALUE, VALUES",VALUES
Djibouti,3930,"JET, JOT, LET, LOT, SET, TOE, JEST, JOLT, LEST, LOSE, LOST, SLOT, SOLE, STOLE, JOSTLE",JOSTLE
Djibouti,3931,"AIL, AIM, ION, MAN, NIL, OIL, LAIN, LION, LOAM, LOAN, MAIL, MAIN, MOAN, NAIL, OILMAN",OILMAN
Djibouti,3932,"CLOT, COLT, COOK, COOL, CULT, LOCK, LOOK, LOOT, LOUT, LUCK, TOOK, TOOL, TUCK, CLOUT, LOCKOUT",LOCKOUT
Djibouti,3933,"ATOP, HARP, OATH, PART, PATH, PORT, PRAY, RAPT, ROPY, TARO, TRAP, TRAY, PARTY, TROPHY, ATROPHY",ATROPHY
Djibouti,3934,"ELM, LED, ODD, ODE, OLD, DOLE, DOME, LODE, MODE, MOLD, MOLE, DOLED, DOMED, MODEL, MOLDED",MOLDED
Djibouti,3935,"HOT, ROT, SHY, SOY, THY, TOY, TRY, HOST, ROSY, SHOT, SORT, HORSY, SHORT, STORY, SHORTY",SHORTY
Djibouti,3936,"DINE, EDGE, NEED, WEED, WEND, WIDE, WIND, WINE, WING, DEIGN, GENIE, WEDGE, WIDEN, WINGED, WEEDING",WEEDING
Djibouti,3937,"BAT, LAB, SAT, TAB, ALAS, LAST, SALT, SLAB, SLAT, STAB, ATLAS, BALSA, BASAL, BLAST, BASALT",BASALT
Djibouti,3938,"ELM, LED, ODE, OLD, DOLE, DOME, DOOM, LODE, LOOM, MODE, MOLD, MOLE, MOOD, MODEL, LOOMED",LOOMED
Djibouti,3939,"CODE, COOP, COPE, COPS, DOES, DOSE, POSE, SPED, COPED, COPSE, POSED, SCOOP, SCOPE, COOPED, SCOOPED",SCOOPED
Djibouti,3940,"ACHE, ACNE, CANE, CHIC, CHIN, EACH, INCH, NICE, CACHE, CHAIN, CHINE, CINCH, NICHE, CHANCE, CHICANE",CHICANE
Djibouti,3941,"ELM, GEM, GIN, LEG, LIE, MEN, NIL, GLEN, LIEN, LIME, LINE, MILE, MINE, INGLE, MINGLE",MINGLE
Djibouti,3942,"EEL, ELM, LEE, LET, LOT, MET, TEE, TOE, MEET, MELT, MOLE, MOTE, TEEM, TOME, OMELET",OMELET
Djibouti,3943,"GRIN, GRIP, IRON, PING, POUR, PRIG, RING, RUIN, RUNG, UPON, GROUP, PRONG, PORING, ROPING, POURING",POURING
Djibouti,3944,"ABLE, BABE, BALE, BALL, BARB, BARE, BEAR, BELL, EARL, REAL, BABEL, BLARE, LABEL, BARBEL, BARBELL",BARBELL
Djibouti,3945,"DELL, DUEL, DULL, FEED, FEEL, FELL, FEUD, FLED, FLEE, FLUE, FUEL, FULL, ELUDE, FELLED, FUELLED",FUELLED
Djibouti,3946,"HECK, HEEL, HERE, KEEL, LEEK, LEER, REEK, REEL, CHEEK, CHEER, CLERK, CREEK, CREEL, LEECH, HECKLER",HECKLER
Djibouti,3947,"AXLE, DATE, DEAL, LADE, LATE, LEAD, TALE, TEAL, DEALT, DELTA, EXALT, LATEX, TAXED, ELATED, EXALTED",EXALTED
Djibouti,3948,"FIN, FIT, ICE, NET, NIT, TEN, TIC, TIE, TIN, CENT, CITE, FINE, NICE, FEINT, INFECT",INFECT
Djibouti,3949,"MET, RED, TEE, DEEM, DEER, MEET, MERE, REED, TEEM, TERM, TREE, DETER, METED, METER, TERMED",TERMED
Djibouti,3950,"COT, LET, LOT, ORE, ROT, TOE, CLOT, COLT, CORE, COTE, LORE, ROLE, ROTE, TORE, COLTER",COLTER
Georgia,3951,"CRUD, CURD, CURE, DUNE, HERD, NUDE, REND, RUDE, RUNE, CHURN, CRUDE, CURED, UNDER, DRENCH, CHURNED",CHURNED
Georgia,3952,"DENT, DONE, DOTE, KNOT, NODE, NOTE, TEND, TENT, TOED, TONE, TOTE, NOTED, TOKEN, TONED, KNOTTED",KNOTTED
Georgia,3953,"AGE, ALE, AWE, EGG, GAG, LAG, LAW, LEG, WAG, GAGE, GALE, WAGE, WALE, WEAL, WAGGLE",WAGGLE
Georgia,3954,"KERN, LENS, LONE, LORE, LOSE, NOSE, ONES, ROLE, ROSE, SOLE, SORE, KRONE, LOSER, SNORE, SNORKEL",SNORKEL
Georgia,3955,"NINE, SIGN, SINE, SING, SNUG, SUNG, ENNUI, GENUS, GUISE, SINGE, SUING, USING, ENSIGN, GENIUS, ENSUING",ENSUING
Georgia,3956,"DRY, DYE, EYE, RED, RYE, DEER, DYER, EDGE, EDGY, EYED, GREY, REED, GREED, REEDY, GREEDY",GREEDY
Georgia,3957,"FAIL, FALL, FANG, FILL, FLAG, GAIN, GALL, GILL, LAIN, NAIL, ALIGN, FINAL, FLAIL, FLING, FALLING",FALLING
Georgia,3958,"APE, APT, ATE, EAT, PAD, PAT, PEA, PET, TAP, TAT, TEA, DATE, TAPE, ADEPT, PATTED",PATTED
Georgia,3959,"DIP, PER, PIE, RED, RID, RIP, DIRE, DRIP, PIER, RIDE, RIPE, PRIDE, PRIED, PRIZE, PRIZED",PRIZED
Georgia,3960,"ELSE, LEER, PEEL, PEER, REEL, SEEP, SEER, SELL, REPEL, SLEEP, SPELL, SPREE, RESELL, SELLER, SPELLER",SPELLER
Georgia,3961,"ARC, BAR, BOA, CAB, CAR, COB, HOB, ROB, ARCH, BOAR, CHAR, CRAB, ABHOR, COBRA, BROACH",BROACH
Georgia,3962,"BORN, BOUT, BURN, ROUT, RUNT, TORN, TOUR, TURN, UNTO, BOURN, BRUNT, BURNT, TURBO, OUTRUN, BURNOUT",BURNOUT
Georgia,3963,"ABLY, BAIL, BALD, DAUB, DIAL, DUAL, DULY, IDLY, LADY, LAID, LAUD, BADLY, BUILD, DAILY, AUDIBLY",AUDIBLY
Georgia,3964,"GIN, INK, KIN, NAG, WAG, WIG, WIN, AKIN, GAIN, GNAW, KING, WAIN, WING, WINK, WAKING",WAKING
Georgia,3965,"DEAL, LADE, LEAD, LEAP, PALE, PEAL, PLEA, PLED, APPLE, PALED, PEDAL, PLEAD, LAPPED, PADDLE, DAPPLED",DAPPLED
Georgia,3966,"DIG, RED, RID, RIG, DEER, DIRE, EDGE, GIRD, GRID, REED, RIDE, DIRGE, GREED, RIDGE, EDGIER",EDGIER
Georgia,3967,"ABED, ABET, BADE, BATE, BEAD, BEAT, BEET, DATE, DEBT, DEED, BATED, DATED, BEADED, DEBATE, DEBATED",DEBATED
Georgia,3968,"CHIP, EPIC, HEIR, HIRE, PIER, PIPE, RICE, RICH, RIPE, CHIRP, PERCH, PIPER, PRICE, CIPHER, CHIPPER",CHIPPER
Georgia,3969,"EEL, EKE, ELK, EYE, KEN, KEY, LEE, LYE, YEN, KEEL, KEEN, KNEE, LEEK, KNEEL, KEENLY",KEENLY
Georgia,3970,"AGE, AWE, DEW, EGG, GAG, WAD, WAG, WED, AGED, AWED, GAGE, WADE, WAGE, WAGED, WAGGED",WAGGED
Georgia,3971,"GAIN, GAIT, GNAT, MAGI, MAIN, MINT, MITT, TANG, TINT, GIANT, TAINT, TITAN, MATING, TAMING, MATTING",MATTING
Georgia,3972,"DIRE, DREW, HEIR, HERD, HIDE, HIRE, RIDE, WIDE, WIRE, DRIER, HIRED, RIDER, WEIRD, WIRED, WHIRRED",WHIRRED
Georgia,3973,"CURL, GIRL, GRIN, LUNG, RING, RUIN, RUNG, CLING, CLUNG, INCUR, RUNIC, CURING, LURING, RULING, CURLING",CURLING
Georgia,3974,"EGG, EGO, LEG, LOG, ORE, ERGO, GOER, GORE, GROG, LORE, OGLE, OGRE, ROLE, GORGE, LOGGER",LOGGER
Georgia,3975,"ANT, GIN, NAG, NIT, NIX, TAG, TAN, TAX, TIN, GAIN, GAIT, GNAT, TANG, GIANT, TAXING",TAXING
Georgia,3976,"DINE, GILD, GLEN, IDLE, LEND, LIED, LIEN, LINE, DEIGN, GLIDE, INGLE, LINED, DINGLE, JINGLE, JINGLED",JINGLED
Georgia,3977,"DUE, ELM, EMU, LED, MUD, DUEL, DUMP, DUPE, LUMP, MULE, PLED, PLUM, PLUME, LUMPED, PLUMED",LUMPED
Georgia,3978,"DIP, PET, PIE, PIP, PIT, TIE, TIP, DIET, EDIT, PIPE, TIDE, TIED, PIPED, TEPID, TIPPED",TIPPED
Georgia,3979,"CHIC, CHIN, DICE, DINE, HIDE, HIND, ICED, INCH, NICE, CHIDE, CHINE, CINCH, NICHE, INCHED, CINCHED",CINCHED
Georgia,3980,"CENT, CITE, NICE, REIN, RENT, RICE, RITE, TERN, TIER, TIRE, INERT, INTER, TRICE, CRETIN, CENTRIC",CENTRIC
Georgia,3981,"FILL, FLIT, FOIL, LIFT, LILT, LILY, LOFT, OILY, TILL, TOIL, TOLL, FILLY, FOLLY, LOFTY, LOFTILY",LOFTILY
Georgia,3982,"DIG, DUG, GUT, RID, RIG, RUG, RUT, TUG, DIRT, DRUG, GIRD, GIRT, GRID, GRIT, TURGID",TURGID
Georgia,3983,"AIRY, ARID, DART, DIRT, RAID, TIDY, TRAY, YARD, DAIRY, DIARY, DIRTY, RADII, TARDY, TRIAD, ARIDITY",ARIDITY
Georgia,3984,"BEG, BOB, BOG, EBB, EGO, GOB, LEG, LOB, LOG, BLOB, BOLE, LOBE, OGLE, GLOBE, GOBBLE",GOBBLE
Georgia,3985,"DIET, DOTE, EDIT, POET, TIDE, TIED, TOED, TOTE, DEPOT, DITTO, TEPID, PITTED, POTTED, TIPTOE, TIPTOED",TIPTOED
Georgia,3986,"AWE, DEW, EVE, EWE, WAD, WED, WEE, AWED, WADE, WAVE, WEED, EVADE, WAVED, WEAVE, WEAVED",WEAVED
Georgia,3987,"ASH, HAD, HAS, SAD, SEA, SHE, DASH, HAVE, HEAD, SAVE, SHED, VASE, SAVED, SHADE, SHAVE, SHAVED",SHAVED
Georgia,3988,"ACE, ASH, HAS, HIS, ICE, SAC, SEA, SHE, SIC, ACES, ACHE, CASE, CASH, EACH, CHASE, CHAISE",CHAISE
Georgia,3989,"ASH, HAS, HEN, SEA, SHE, VAN, HAVE, NAVE, SANE, SAVE, VANE, VASE, ASHEN, HAVEN, SHAVE, SHAVEN",SHAVEN
Georgia,3990,"FED, FOE, FOR, ODE, ORE, RED, ROD, DOER, DOOR, FOOD, FORD, FORE, RODE, ROOF, RODEO, ROOFED",ROOFED
Malawi,3991,"ANT, NOT, NOW, OAT, OWN, TAN, TAW, TON, TOW, TWO, WON, NOWT, TOWN, WANT, WONT, WANTON",WANTON
Malawi,3992,"DEW, HEW, HID, HIS, SEW, SHE, WED, DISH, HIDE, SHED, SIDE, WIDE, WISE, WISH, SHIED, WISHED",WISHED
Malawi,3993,"ARE, AWE, EAR, ERA, ERR, EWE, RAW, WAR, WEE, EWER, RARE, REAR, WARE, WEAR, WERE, WEARER",WEARER
Malawi,3994,"AIR, ARE, EAR, ERA, ERR, FAR, FAIR, FARE, FEAR, FIRE, RARE, REAR, RIFE, AFIRE, FRIAR, FAIRER",FAIRER
Malawi,3995,"ADD, ARE, DAD, EAR, ERA, RED, SAD, SEA, DARE, DEAR, ERAS, READ, SEAR, DARED, DREAD, SADDER",SADDER
Malawi,3996,"ARE, EAR, ERA, ERR, RED, DARE, DEAR, DEER, RARE, READ, REAR, REED, DREAR, ERRED, READER, REARED",READER
Malawi,3997,"HER, HOE, HOT, ORE, ROT, TOE, TOT, HERO, ROTE, TORE, TORT, TOTE, TROT, OTHER, OTTER, HOTTER",HOTTER
Malawi,3998,"CON, DEN, DON, END, EON, NOD, ODE, ONE, CEDE, CODE, CONE, DONE, NEED, NODE, ONCE, ENCODE",ENCODE
Malawi,3999,"ACE, ALE, ALL, LAD, LED, CALL, CELL, CLAD, DEAL, DELL, LACE, LADE, LEAD, LACED, LADLE, CALLED",CALLED
Malawi,4000,"DEER, DIRE, DREW, EWER, REED, RIDE, WEED, WERE, WIDE, WIRE, DRIER, ERRED, RIDER, WEIRD, WIRED, WEIRDER",WEIRDER
Malawi,4001,"BEG, BOG, BOY, BYE, EGO, EON, GOB, ONE, YEN, BONE, BONY, GONE, OBEY, BOGEY, EBONY, BYGONE",BYGONE
Malawi,4002,"ASK, DAM, MAD, SAD, SEA, DAME, DESK, MADE, MAKE, MASK, MEAD, SAKE, SAME, SEAM, ASKED, MASKED",MASKED
Malawi,4003,"DEN, END, RED, SEE, DEER, NEED, REED, REND, SEED, SEEN, SEER, SEND, DENSE, NEEDS, SNEER, SENDER",SENDER
Malawi,4004,"ATE, AYE, EAT, SAT, SAY, SEA, SET, TEA, YES, YET, EAST, EASY, SEAT, STAY, YEAST, YEASTY",YEASTY
Malawi,4005,"DUE, DUG, GET, GUT, SET, SUE, TUG, USE, DUET, DUST, GUST, STUD, SUED, USED, GUEST, GUSTED",GUSTED
Malawi,4006,"DAME, MADE, MASS, MEAD, MESS, MUSE, SAME, SEAM, SUED, USED, AMUSE, MUSED, AMUSED, ASSUME, MASSED, ASSUMED",ASSUMED
Malawi,4007,"EWE, FEE, FEW, SEE, SET, SEW, TEE, WEE, WET, FEET, FEST, FETE, STEW, WEST, SWEET, FEWEST",FEWEST
Malawi,4008,"BIT, BOT, ITS, RIB, ROB, ROT, SIR, SIT, SOB, OBIT, RIOT, SORT, STIR, TRIO, ORBIT, BISTRO",BISTRO
Malawi,4009,"DUE, DUO, ODD, ODE, SOD, SUE, USE, DOES, DOSE, DUDE, ODDS, SUED, USED, DOSED, DOUSE, DOUSED",DOUSED
Malawi,4010,"RED, RID, SEE, SIR, DEER, DIRE, REED, RIDE, RISE, SEED, SEER, SIDE, SIRE, SIRED, DESIRE, RESIDE",DESIRE
Malawi,4011,"COIN, COST, GIST, ICON, INTO, SIGN, SING, SONG, TONG, INGOT, SCION, STING, STOIC, TONGS, TONIC, COSTING",COSTING
Malawi,4012,"BAD, BED, BEE, DAB, SAD, SEA, SEE, ABED, BADE, BASE, BEAD, EASE, SEED, BASED, EASED, DEBASE",DEBASE
Malawi,4013,"ATE, EAT, SAT, SEA, SET, TAT, TEA, EAST, SEAT, TEST, ASSET, STATE, TASTE, TESTA, TESTS, STATES",STATES
